RxPhy,RSSI,Time,MCC,Wi-Fi Ookla UL,Lat,BW ,BSSID,MNC,Long,RSRQ,dataset,Wi-Fi Ookla RTT,EARFCN,PCI,Device/OS,Wi-Fi Ookla DL,Cellular Ookla UL,RSRP,Cellular Ookla RTT,TxPhy,Channel,SSID,TAC,CID,Band,TA,Cellular Ookla DL,Gate / Landmark
,,,310.0,99.9,,10.0,A8:53:7D:21:EB:24,410.0,,-11.0,Food Court,10.0,,12.0,iOS AT&T iPhone 14,80.6,52.0,-85.0,29.0,,36.0,,6404.0,19648126.0,5.0,,322.0,FC4
,,,310.0,60.6,,20.0,D4:20:B0:71:9D:75,410.0,,-8.0,Food Court,9.0,,12.0,iOS AT&T iPhone 14,42.3,56.9,-81.0,27.0,,40.0,,6404.0,19648126.0,5.0,,230.0,FC5
103.0,-78.0,,310.0,68.6,,20.0,A8:53:7D:21:FF:0B,410.0,,-5.0,Food Court,9.0,850.0,12.0,Android AT&T PIxel 8 Pro,46.3,69.4,-88.0,24.0,146.0,161.0,,6404.0,19648.0,5.0,4.0,273.0,FC1
,,,310.0,26.8,,20.0,3C:94:FD:2D:DE:F3,410.0,,-6.0,Food Court,11.0,850.0,12.0,Android AT&T PIxel 8 Pro,36.5,77.8,-79.0,38.0,,157.0,,6404.0,19648.0,5.0,4.0,223.0,FC2
97.0,-75.0,,310.0,19.4,,20.0,3C:94:FD:2D:DE:F3,410.0,,-6.0,Food Court,17.0,850.0,12.0,Android AT&T PIxel 8 Pro,13.8,70.5,-76.0,30.0,130.0,157.0,,6404.0,19648.0,5.0,4.0,306.0,FC3
195.0,-64.0,,310.0,113.0,,20.0,A8:53:7D:21:EB:24,410.0,,-6.0,Food Court,8.0,850.0,12.0,Android AT&T PIxel 8 Pro,134.0,75.3,-80.0,26.0,162.0,36.0,,6404.0,19648.0,5.0,4.0,330.0,FC4
,-70.0,,310.0,69.0,,20.0,D4:20:B0:71:9D:75,410.0,,-6.0,Food Court,8.0,850.0,12.0,Android AT&T PIxel 8 Pro,66.6,48.1,-84.0,26.0,,40.0,,6404.0,19648.0,5.0,4.0,231.0,FC5
,,,310.0,,,10.0,,410.0,,-9.0,B Concourse-iOS-14-PPoff,,,15.0,iOS AT&T iPhone 14,,49.0,-93.0,27.0,,,,6404.0,1964878.0,,,320.0,B1
,,,310.0,,,10.0,,410.0,,-7.0,B Concourse-iOS-14-PPoff,,,15.0,iOS AT&T iPhone 14,,60.9,-80.0,26.0,,,,6404.0,19648380.0,,,334.0,B2
,,,310.0,,,10.0,,410.0,,-8.0,B Concourse-iOS-14-PPoff,,,15.0,iOS AT&T iPhone 14,,56.1,-74.0,27.0,,,,6404.0,19648380.0,,,328.0,B3
,,,310.0,,,10.0,,410.0,,-7.0,B Concourse-iOS-14-PPoff,,,15.0,iOS AT&T iPhone 14,,82.6,-69.0,26.0,,,,6404.0,19648380.0,,,350.0,B4
,,,310.0,,,10.0,,410.0,,,B Concourse-iOS-14-PPoff,,,16.0,iOS AT&T iPhone 14,,,,,,,,6404.0,1964879.0,,,,B5
,,,310.0,,,10.0,,410.0,,,B Concourse-iOS-14-PPoff,,,16.0,iOS AT&T iPhone 14,,,,35.0,,,,6404.0,,,,,B6
,,,310.0,,,10.0,,410.0,,,B Concourse-iOS-14-PPoff,,,16.0,iOS AT&T iPhone 14,,,,,,,,6404.0,19648381.0,,,,B7
,,,310.0,,,10.0,,410.0,,,B Concourse-iOS-14-PPoff,,,16.0,iOS AT&T iPhone 14,,,,,,,,6404.0,19648381.0,,,,B8
,,,310.0,,,,,410.0,,,B Concourse-iOS-14-PPoff,,,23.0,iOS AT&T iPhone 14,,,,,,,,6404.0,,,,,B9
,,,310.0,,,20.0,,410.0,,,B Concourse-iOS-14-PPoff,,,23.0,iOS AT&T iPhone 14,,,,,,,,6404.0,19648382.0,,,,B10
,,,310.0,,,10.0,,410.0,,,B Concourse-iOS-14-PPoff,,,23.0,iOS AT&T iPhone 14,,,,,,,,6404.0,19664880.0,,,,B11
,,,310.0,,,,,410.0,,,B Concourse-iOS-14-PPoff,,,23.0,iOS AT&T iPhone 14,,,,,,,,6404.0,,,,,B12
,,,310.0,,,20.0,,410.0,,,B Concourse-iOS-14-PPoff,,,23.0,iOS AT&T iPhone 14,,,,,,,,6404.0,19648382.0,,,,B13
,,,310.0,,,,,410.0,,,B Concourse-iOS-14-PPoff,,,23.0,iOS AT&T iPhone 14,,,,,,,,6404.0,,,,,B14/15
,,,,,,,,,,,B Concourse-iOS-14-PPoff,,,,iOS AT&T iPhone 14,,,,,,,,,,,,,
229.0,-55.0,,310.0,181.0,,20.0,A8:53:7D:21:E9:D4,410.0,,-5.0,B Concourse-Android,6.0,850.0,15.0,Android AT&T Pixel 8 Pro,174.0,71.8,-85.0,26.0,270.0,153.0,Helium,6404.0,19648.0,5.0,4.0,447.0,B1
286.0,-46.0,,310.0,174.0,,20.0,A8:53:7D:22:04:4B,410.0,,-6.0,B Concourse-Android,7.0,850.0,15.0,Android AT&T Pixel 8 Pro,142.0,76.0,-82.0,28.0,286.0,36.0,,6404.0,19648.0,4.0,5.0,399.0,B2
103.0,-77.0,,310.0,110.0,,20.0,A8:53:7D:21:E9:D4,410.0,,-5.0,B Concourse-Android,8.0,850.0,15.0,Android AT&T Pixel 8 Pro,67.8,73.2,-80.0,21.0,154.0,153.0,,6404.0,19648.0,5.0,4.0,351.0,B3
103.0,,,310.0,69.1,,20.0,A8:53:7D:D2:6C:C7,410.0,,-5.0,B Concourse-Android,7.0,850.0,15.0,Android AT&T Pixel 8 Pro,68.3,97.4,-68.0,36.0,130.0,165.0,,6404.0,19648.0,5.0,4.0,443.0,B4
172.0,-65.0,,310.0,124.0,,10.0,A8:53:7D:22:03:B4,410.0,,-3.0,B Concourse-Android,8.0,66986.0,23.0,Android AT&T Pixel 8 Pro,118.0,46.0,-80.0,20.0,206.0,153.0,,6404.0,19648.0,5.0,3.0,320.0,B5
258.0,-53.0,,310.0,217.0,,10.0,A8:53:7D:22:0F:BB,410.0,,-4.0,B Concourse-Android,8.0,66986.0,16.0,Android AT&T Pixel 8 Pro,172.0,64.0,-66.0,19.0,286.0,48.0,,6404.0,19648.0,5.0,3.0,286.0,B6
172.0,-66.0,,310.0,118.0,,10.0,A8:53:7D:22:03:B4,410.0,,-3.0,B Concourse-Android,26.0,66986.0,23.0,Android AT&T Pixel 8 Pro,111.0,53.2,-78.0,20.0,162.0,153.0,,6404.0,19648.0,5.0,3.0,253.0,B7
162.0,-67.0,,310.0,124.0,,10.0,A8:53:7D:22:03:B4,410.0,,-4.0,B Concourse-Android,8.0,66986.0,23.0,Android AT&T Pixel 8 Pro,115.0,58.0,-86.0,32.0,154.0,153.0,,6404.0,19648.0,5.0,3.0,350.0,B8
206.0,-66.0,,310.0,163.0,,10.0,D4:20:B0:71:98:C2,410.0,,-6.0,B Concourse-Android,10.0,66986.0,23.0,Android AT&T Pixel 8 Pro,144.0,47.1,-83.0,20.0,162.0,161.0,,6404.0,19648.0,5.0,3.0,338.0,B9
286.0,-52.0,,310.0,207.0,,10.0,A8:53:7D:22:04:14,410.0,,-6.0,B Concourse-Android,8.0,66986.0,23.0,Android AT&T Pixel 8 Pro,201.0,47.1,-85.0,26.0,286.0,153.0,,6404.0,19648.0,5.0,3.0,268.0,B10
229.0,-61.0,,310.0,169.0,,10.0,A8:53:7D:22:12:BA,410.0,,-4.0,B Concourse-Android,9.0,66986.0,23.0,Android AT&T Pixel 8 Pro,153.0,50.2,-82.0,22.0,258.0,157.0,,6404.0,19648.0,5.0,3.0,297.0,B11
154.0,-68.0,,310.0,47.2,,20.0,A8:53:7D:22:0F:2A,410.0,,-5.0,B Concourse-Android,9.0,850.0,23.0,Android AT&T Pixel 8 Pro,84.2,89.3,-75.0,23.0,229.0,48.0,,6404.0,19648.0,5.0,4.0,420.0,B12
,,,,,,,,,,,B Concourse-Android,,,,Android AT&T Pixel 8 Pro,,,,,,,,,,,,,B13
229.0,-54.0,,310.0,52.5,,20.0,A8:53:7D:22:0F:2A,410.0,,-4.0,B Concourse-Android,11.0,850.0,23.0,Android AT&T Pixel 8 Pro,89.3,101.0,-76.0,24.0,289.0,48.0,,6404.0,19648.0,5.0,4.0,339.0,B14/15
